v,steering_angle_v,X,Y,Theta(orientation),Psi(steering_angle)
1.2042755248045,0,1.2042755248045,0,0,0
0.0470446162144861,-13.2619320156341,1,0,0,-13.2619320156341
0.678864716868319,-10.0913867624902,0.997517284556228,-0.0704220633861986,-0.907191267459785,-10.0913867624902
0.679296405836612,-2.73731717296751,0.986534210376445,-0.163555041979524,-1,-2.73731717296751
0.934692895940828,-12.4897260649548,0.9652773898632,-0.26122702888271,-1,-12.4897260649548
0.383502077489859,-6.02597369459736,0.934375836748724,-0.356288921663475,-1,-6.02597369459736
0.519416372067955,-3.33988509780722,0.894138309137042,-0.447790893312438,-1,-3.33988509780722
0.830965346112365,-2.24883884594256,0.844966847103292,-0.534818686375413,-1,-2.24883884594256
0.0345721105274614,-10.6344837566067,0.78735275564219,-0.616502747911678,-1,-10.6344837566067
0.0534616350445252,-0.968497288678073,0.72187169571093,-0.692026917779523,-1,-0.968497288678073
0.529700193335163,-5.53393081237279,0.649177932415183,-0.760636583438601,-1,-5.53393081237279
0.671149384077242,-13.5751635495458,0.569997797808438,-0.821646219788986,-1,-13.5751635495458
0.00769818621114743,-4.17377721563623,0.485122433622213,-0.87444623871137,-1,-4.17377721563623
0.383415650754895,6.27366319814402,0.39539988643939,-0.918509079870045,-1,6.27366319814402
0.0668422375185612,-4.65737120651518,0.345527455223323,-0.938408641097733,-0.159360685567257,-4.65737120651518
0.417485974457807,12.4378679005605,0.305836998406146,-0.95208388832388,-0.719614262213926,12.4378679005605
6.86772712360496,-12.8458047211384,2.08822202966333,-6.54255336998699,4.90311706883629,-12.8458047211384
5.88976642856829,-0.239948172233975,1.76116274526309,-5.62028952704284,-4.61428950612944,-0.239948172233975
9.30436494727822,0.808930736411796,-1.56782206980388,-9.17132166209296,-7.65669054300257,0.808930736411796
8.46166890508573,-2.09888687306032,-6.49190071090309,-5.42725214257369,-5.88465067576843,-2.09888687306032
5.2692877758617,10.3916755247822,-5.26522533032899,0.206871664824968,-5.2692877758617,10.3916755247822
0.919648907575593,9.69054501507922,-0.978939539097945,0.204150382783632,0.259360959864018,9.69054501507922
6.53918962298855,4.99006843650251,-6.48812355483574,0.815630837197067,6.53918962298855,4.99006843650251
4.15999356850981,-2.48021229770044,-3.59165938557771,-2.0989352891489,4.15999356850981,-2.48021229770044
7.01190594444606,11.3280874513686,-4.59839067268125,-5.29354589997631,4.17818184813547,11.3280874513686
9.10320830489658,-8.76579515224592,-1.83495471381849,-8.91635254129027,9.10320830489658,-8.76579515224592
7.62198039685468,0.319123797267267,1.22303662749764,-7.52321517556399,-0.696914940190926,0.319123797267267
2.6245299366417,-6.71366067096296,0.271698517488334,-2.61042856709835,-0.155735590879804,-6.71366067096296
0.474645137076567,12.4948968744347,-0.00980616342432831,-0.999951918423529,-0.896061807429157,12.4948968744347
7.36081884585359,-6.5317686245459,-0.176289911050978,-7.35870749172265,4.20333669499341,-6.5317686245459
0.328234226130058,-8.23527274291742,0.12636205120371,-0.991984189397992,-0.135135921492614,-8.23527274291742
6.32638567887544,11.8289902131208,0.391176811657178,-6.31428035962151,-6.32638567887544,11.8289902131208
7.56410485951421,3.43851192157646,-0.690539166661007,-7.53251870127341,3.17579281405282,3.43851192157646
9.91037385534047,3.86986593560775,3.85015226491933,-9.13191313414404,9.07365979591833,3.86986593560775
3.65338670725626,-10.4367797594689,3.55165691755892,-0.856135253749444,3.65338670725626,-10.4367797594689
2.47038885600417,-4.55741739336281,2.4520076893992,-0.300797923857238,-0.652628468441599,-4.55741739336281
9.82550286214124,2.91413024874131,9.5072527111286,-2.48045406744076,-8.51424617787754,2.91413024874131
7.22660400775569,-3.38709059515367,4.55095312129869,-5.61361124167431,-3.24983952267987,-3.38709059515367
7.53355834983921,3.63163274770213,1.41605961124386,-7.39927540964897,-7.1791981876437,3.63163274770213
6.51518574753552,9.65159062969107,-2.00620784176195,-6.19861076536854,-2.74041286902123,9.65159062969107
0.726858829486584,-12.6837132177705,-0.25489144416278,-0.966969674649941,0.636750817708819,-12.6837132177705
6.31634718101302,11.9680510695875,-1.64699644261676,-6.09783932463777,-5.33495836606401,11.9680510695875
8.84707128575401,-7.83432655699287,-3.01953671844196,-8.31583239015758,4.78090738580629,-7.83432655699287
2.72709966764185,12.3264433791518,-0.668599996034661,-2.64386963418296,-0.807847604731497,12.3264433791518
0.43641140565109,-12.1338734049973,-0.14458824170978,-0.989491910204057,1,-12.1338734049973
0.766494777876183,-1.21031779032681,-0.122116520883668,-0.992515770820428,-0.456189496776761,-1.21031779032681
4.77731765004681,9.01110202270146,-0.834825277985709,-4.70381023051365,-2.92256686026878,9.01110202270146
