v,steering_angle_v,X,Y,Theta(orientation),Psi(steering_angle)
1.09479593164045,0,0,0,0,0
1.09479593164045,0,0.000200950914520766,0,0,0
1.09479593164045,0,0.0012057054871246,0,0,0
1.09479593164045,0,0.00622947835014376,0,0,0
1.09479593164045,0,0.0313483426652396,0,0,0
0.235223081072431,0,0.109479593164045,0,0,0
3.39432358434159,0,0.133001901271288,0,0,0
3.39648202918306,0,0.472434259705448,0,0,0
4.67346447970414,0,0.812082462623754,0,0,0
4.67346447970414,0,1.27942891059415,0,0,0
1.9175103874493,-5.52242991585398,1.27942891059417,0,0,0
1.9175103874493,-5.52242991585398,1.27942891059418,-3.70894738855217e-31,-2.69013517737675e-28,-3.9239224604543e-14
2.59708186033977,-7.47959575777855,1.47112205757851,-0.00349294850034978,-0.0558792901973559,-0.552242991585398
2.59708186033977,-7.47959575777855,1.55176606661268,-0.0104120603186806,-0.12034162356971,-0.785398163397448
2.59708186033977,-7.47959575777855,1.5517660666127,-0.0104120603186828,-0.120341623569728,-0.785398163397448
4.15482673056183,-11.9659009840181,1.72636844046524,-0.0475756537155765,-0.299093152724503,-0.785398163397448
4.15482673056183,-11.9659009840181,1.98396484844227,-0.169501281709048,-0.585060893211473,-0.785398163397448
0.172860552637307,-0.497838391595445,2.08701176637354,-0.247808471571026,-0.714575825780686,-0.785398163397448
0.267308175222626,-0.769847544641163,2.09997060414493,-0.259248261331593,-0.731861881044417,-0.785398163397448
0.267308175222626,-0.769847544641163,2.11961540022047,-0.277374928060263,-0.758592698566677,-0.785398163397448
0,-7.62768278402634,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.785398163397448
0,-7.62768278402634,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.785398163397448
0,-9.66455113071229,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.785398163397448
0,-0.110853881440523,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.785398163397448
0,-5.52118537087049,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.785398163397448
0,-0.962528220267281,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.785398163397448
0,-6.01179803219242,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.785398163397448
0,-9.88952705799114,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.785398163397448
0,8.48126365713834,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.785398163397448
0,-13.3982855240806,2.11961540022047,-0.277374928060265,-0.758592698566679,0.0627282023163847
0,-13.3982855240806,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.785398163397447
0,-13.3982855240806,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.785398163397448
0,12.1848032233235,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.785398163397448
0,12.1848032233235,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.338229428369623
0,-7.58777439724085,2.11961540022047,-0.277374928060265,-0.758592698566679,0.433082158934895
0,-1.32429442690885,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.32569528078919
0,9.41643305710351,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.458124723480076
0,-5.99039073865413,2.11961540022047,-0.277374928060265,-0.758592698566679,0.483518582230276
0,10.0971445600023,2.11961540022047,-0.277374928060265,-0.758592698566679,-0.115520491635138
0,10.0971445600023,2.11961540022047,-0.277374928060265,-0.758592698566679,0.785398163397161
0,10.0971445600023,2.11961540022047,-0.277374928060265,-0.758592698566679,0.785398163397448
9.10320830489658,13.1086199590511,2.11961540022047,-0.277374928060265,-0.758592698566679,0.785398163397448
9.10320830489658,13.1086199590511,2.19399922078101,-0.341251720759234,-0.660506469037023,0.785398163397448
9.10320830489658,13.1086199590511,2.35968867485347,-0.445690127812384,-0.46433400997771,0.785398163397448
9.10320830489658,13.1086199590511,2.73558916972174,-0.548980024639048,-0.0719890918590854,0.785398163397448
7.62198039685468,10.9756517714707,2.95866273328735,-0.540081473439415,0.15172813192298,0.785398163397448
2.6245299366417,-3.77932310876405,3.59942345999418,-0.162211747138483,0.913926171608448,0.785398163397448
0.474645137076567,0.683488997390256,3.73728622439383,0.0606953393599577,1.09528495928013,0.407465852521043
7.36081884585359,-10.5995791380292,3.75855368273228,0.103127410176807,1.11773620887278,0.475814752260069
3.28234226130058,4.72657285627284,4.04900829805171,0.779184602166221,1.07360767538042,-0.584143161542845
6.32638567887544,-9.10999537758063,4.22680843898973,1.05484731823928,0.952028380175873,-0.11148587591556
6.32638567887544,-9.10999537758063,4.52884791223774,1.4111964665423,0.716942896479054,-0.785398163397191
6.32638567887544,-9.10999537758063,4.52884791223788,1.41119646654242,0.716942896478874,-0.785398163397448
7.56410485951421,10.8923109977005,4.66128538205018,1.50869907305128,0.552298972675975,-0.785398163397448
7.56410485951421,10.8923109977005,4.83660479403415,1.59782543680011,0.403038588547815,-0.501926223339938
7.56410485951421,10.8923109977005,5.20788148255516,1.72839515617121,0.313089745838448,0.0650176567750833
9.91037385534047,-14.2709383516903,5.3650260721035,1.78138120272843,0.34418018659608,0.303832936372599
9.91037385534047,-14.2709383516903,6.03353970136226,2.01017025553601,0.181631899077797,-0.714980731200733
9.91037385534047,-14.2709383516903,6.08180076502639,2.01791932027139,0.135940449014064,-0.785398163397043
9.91037385534047,-14.2709383516903,6.08180076502667,2.01791932027143,0.135940449013782,-0.785398163397448
3.65338670725626,-5.26087685844902,6.31584925225919,2.02227944580075,-0.0986864505688419,-0.785398163397448
3.65338670725626,-5.26087685844902,6.40144630661185,2.01004813858322,-0.185179937960137,-0.785398163397448
3.65338670725626,-5.26087685844902,6.5678809703629,1.96368600319075,-0.358166912742727,-0.785398163397448
2.47038885600417,3.55735995264601,6.6648741294116,1.92140330151124,-0.464025121294467,-0.785398163397448
9.82550286214124,14.1487241214834,6.87361006820134,1.7898609930057,-0.638526292800171,-0.429662168132847
9.82550286214124,14.1487241214834,7.54625591051989,1.2800266177152,-0.465860376517992,0.785398163397442
9.82550286214124,14.1487241214834,7.54625591052014,1.28002661771507,-0.465860376517705,0.785398163397448
7.22660400775569,10.4063097711682,7.67414754030165,1.22648458968374,-0.327101987199895,0.785398163397448
7.22660400775569,10.4063097711682,7.77229641993174,1.19867818472065,-0.225045945242233,0.785398163397448
7.22660400775569,10.4063097711682,7.97451523655483,1.17368114524905,-0.0209338613269096,0.785398163397448
7.53355834983921,-10.8483240237685,8.38077111119475,1.25068049335685,0.395558413575674,0.785398163397448
0,-9.38186747645115,9.0105511482098,1.66194525962505,0.604800639836461,-0.299434238979398
0,-9.38186747645115,9.0105511482098,1.66194525962505,0.604800639836461,-0.785398163397183
0,-9.38186747645115,9.0105511482098,1.66194525962505,0.604800639836461,-0.785398163397448
0.726858829486584,1.04667671446068,9.0105511482098,1.66194525962505,0.604800639836461,-0.785398163397448
0.726858829486584,1.04667671446068,9.03970424628023,1.68137455302793,0.571475765133336,-0.734946470276914
6.31634718101302,-9.09553994065874,9.07170032819267,1.7012151526969,0.539242085766914,-0.68073049195138
6.31634718101302,-9.09553994065874,9.13520919009705,1.73654001025182,0.473680161206134,-0.785398163397443
6.31634718101302,-9.09553994065874,9.13520919009737,1.73654001025198,0.473680161205775,-0.785398163397448
6.31634718101302,-9.09553994065874,9.29975388613216,1.8031788153426,0.295919629039464,-0.785398163397448
6.31634718101302,-9.09553994065874,9.47348917525884,1.83967178246173,0.118159096873155,-0.785398163397448
8.84707128575401,12.7397826514858,9.67653889987698,1.84301127928551,-0.0852686739465126,-0.785398163397448
8.84707128575401,12.7397826514858,10.4302656567685,1.63513238025707,-0.284724611560189,0.3419760085839
2.72709966764185,3.92702352140426,10.528545935297,1.60859585178647,-0.239738874375262,0.488580101751125
2.72709966764185,3.92702352140426,10.6825608712996,1.57898859746435,-0.131350849228622,0.714532827143457
2.72709966764185,3.92702352140426,10.7314767362252,1.57363782772346,-0.0854720443191796,0.785398163397447
2.72709966764185,3.92702352140426,10.7314767362254,1.57363782772345,-0.0854720443190246,0.785398163397448
4.3641140565109,-6.2843242413757,10.7979601408059,1.57016564587372,-0.0188857314760506,0.785398163397448
4.3641140565109,-6.2843242413757,10.9044336458433,1.57328785483794,0.072770366231715,0.631956767430881
4.3641140565109,-6.2843242413757,11.1154811687096,1.60207830663797,0.184433418325297,0.325073975497745
7.66494777876183,11.037524801417,11.229879097918,1.6253339014112,0.21320019840305,0.15696573925988
7.66494777876183,11.037524801417,11.6460021874156,1.75373967181493,0.445098112161183,0.78539816339744
7.66494777876183,11.037524801417,11.646002187416,1.75373967181512,0.44509811216162,0.785398163397448
4.77731765004681,-6.87933741606741,11.915301473029,1.94201406311629,0.775181484386288,0.785398163397448
4.77731765004681,-6.87933741606741,12.0493689634643,2.097794451792,0.929239096994835,0.489146322092187
2.37774433678842,3.42395184497533,12.200680864243,2.32372749383343,1.01255448468656,0.0974644217907097
2.74906840303404,-3.95865850036901,12.321376633405,2.52854002007401,1.07871523666419,0.439859606288244
3.59264979306266,-5.17341570201023,12.4404250691322,2.77627048032071,1.14750754756208,0.0439937562513444
1.66507200415482,2.39770368598295,12.5956496783504,3.10015645377188,1.067290291324,-0.473347813949677
