X,Y,Theta(orientation), Psi(Steering_angle)
0,0,0,0
0.000200950914520766,0,0,0
0.0012057054871246,0,0,0
0.00622947835014376,0,0,0
0.0313483426652396,0,0,0
0.156942664240719,0,0,0
0.5,0,0,0
1,0,0,0
1.5,0,0,0
2,0,0,0
2.5,0,0,0
3,0,0,0
3.5,0,0,0
4,0,0,0
4.5,0,0,0
4.99999999999996,0,0,0
5,0,0,0
5.00000000000004,-3.56351021279496e-30,-2.29341128059106e-27,-1.27897692436818e-13
5.1675573430346,-0.00293477406272574,-0.0539677453322094,-0.603375079143054
5.21797791682809,-0.00666323948904568,-0.0962684904152004,-0.785398163397447
5.21797791682812,-0.0066632394890491,-0.096268490415236,-0.785398163397448
5.24961031115011,-0.010226895452634,-0.12810233391591,-0.785398163397448
5.28111325308627,-0.0147955564966969,-0.159936177416583,-0.785398163397448
5.3436032545891,-0.026928362294122,-0.223603864417931,-0.785398163397448
5.46563800521559,-0.0629827701976599,-0.350939238420626,-0.785398163397448
5.49101556141436,-0.072666159729496,-0.37810233391591,-0.785398163397448
5.61345079413589,-0.131207777762921,-0.51391781139233,-0.785398163397448
5.7094683858687,-0.192888953183961,-0.62810233391591,-0.785398163397448
5.89138644615799,-0.363420404514282,-0.87810233391591,-0.785398163397448
6.02545895826925,-0.573657694376048,-1.12810233391591,-0.785398163397448
6.10334994276906,-0.810529286353421,-1.37810233391591,-0.785398163397448
6.12021651550007,-1.05930765212616,-1.62810233391591,-0.785398163397448
6.07500999466179,-1.30452495784894,-1.87810233391591,-0.785398163397448
5.7060335919485,-1.95467475284225,-2.16152393870705,0.114601836602553
5.444022662053,-2.44675364387181,-1.87958407278263,0.78539816339732
5.44402266205297,-2.44675364387191,-1.87958407278252,0.785398163397448
5.40365394085278,-2.63314505477493,-1.68858101177827,0.785398163397448
5.39940460852757,-2.82381056000476,-1.49757795077402,0.785398163397448
5.49856298848254,-3.19032154704013,-1.11557182876551,0.785398163397448
5.59000495015453,-3.34159093280233,-0.938581011778268,0.785398163397448
6.20925983813637,-3.73292899210952,-0.188581011778267,0.785398163397448
6.45740194741668,-3.7625963092977,-0.0941071435145544,-0.114601836602553
7.20467564782188,-3.77715145910671,0.189269012621449,0.785398163397192
7.20467564782209,-3.77715145910667,0.189269012621662,0.785398163397448
7.44625875831706,-3.71318070930021,0.283742880885375,-0.114601836602549
7.62674484560944,-3.66709387163385,0.1897629255772,-0.785398163397446
7.62674484560951,-3.66709387163384,0.189762925577129,-0.785398163397448
7.68960957564224,-3.65708232918257,0.126095238575782,-0.785398163397448
7.75298391648579,-3.65109081960752,0.0624275515744359,-0.785398163397448
7.88023318283685,-3.65124862600509,-0.0649078224282568,-0.785398163397448
7.93895889285897,-3.65680923207557,-0.123904761424218,-0.785398163397448
8.18062410900104,-3.71823463284148,-0.373904761424218,-0.785398163397448
8.80477739417994,-4.12966022549396,-0.657326366215357,0.114601836602553
9.27832870151127,-4.42383792979274,-0.375386500290832,0.785398163397447
9.27832870151146,-4.42383792979282,-0.375386500290618,0.785398163397448
9.46162038594192,-4.47652141988528,-0.184383439286579,0.785398163397448
9.6515804180273,-4.49345003234457,0.00661962171746028,0.785398163397448
10.0238778390211,-4.41890260949188,0.388625743725539,0.785398163397448
10.1808972989622,-4.33773027046358,0.565616560713422,0.785398163397448
10.3820618622137,-4.18944852985112,0.660090428977135,-0.114601836602553
10.5329781914362,-4.08025381438289,0.56611047366903,-0.785398163397194
10.5329781914362,-4.08025381438285,0.566110473668958,-0.785398163397448
10.5877637174929,-4.04783851862542,0.502442786667541,-0.785398163397448
10.7619884287819,-3.97001005228513,0.349779419125432,-0.556194490192345
11.1301666552083,-3.86922827695702,0.217621147556944,-0.0977871437821399
11.303073702323,-3.83142834221924,0.219114823365852,0.114601836602552
11.5482794352483,-3.78319728634995,0.124656104653781,-0.785398163397444
12.293183664859,-3.84609426876729,-0.158765500137355,0.114601836602557
12.8497549582435,-3.87802791500362,0.123174365787167,0.785398163397442
12.8497549582437,-3.87802791500359,0.12317436578738,0.785398163397448
13.035926088507,-3.83665519493124,0.31417742679143,0.785398163397448
13.2108572124112,-3.76069142988972,0.505180487795479,0.785398163397448
13.502189716856,-3.51720003417615,0.887186609803577,0.785398163397448
13.601281916035,-3.3708279211034,1.06417742679143,0.785398163397448
13.6974208093169,-2.64461899376208,1.81417742679143,0.785398163397448
13.2727524146464,-2.04772800914293,2.56417742679143,0.785398163397448
12.5551632466785,-1.90045995773031,3.31417742679143,0.785398163397448
11.929727628096,-2.28184215443077,4.06417742679143,0.785398163397448
11.7930592264715,-2.49107026942642,4.15865129505514,-0.114601836602549
11.4485113275351,-3.15433234511105,4.44202745119094,0.785398163396944
11.448511327535,-3.15433234511146,4.44202745119137,0.785398163397448
11.5250236327583,-3.88287058027907,5.19202745119136,0.785398163397448
12.0776067340713,-4.36378014464128,5.94202745119137,0.785398163397448
12.3183571028946,-4.43081682130907,6.03650131945508,-0.114601836602549
12.4973582176532,-4.48237092131449,5.94252136414691,-0.785398163397446
12.4973582176533,-4.48237092131454,5.94252136414676,-0.785398163397448
12.5566496356416,-4.50553842047335,5.87885367714549,-0.785398163397448
12.6143468983628,-4.53243137752196,5.81518599014421,-0.785398163397448
12.7240311606543,-4.5969431074265,5.68785061614166,-0.785398163397448
12.7718743215646,-4.63144906794943,5.62885367714549,-0.785398163397448
13.2577779849675,-5.19954762593095,5.34543207235435,0.114601836602549
13.6314127914371,-5.61329681780463,5.62737193827888,0.785398163397446
13.6314127914374,-5.6132968178049,5.6273719382793,0.785398163397448
13.7929636311839,-5.71465123500904,5.81837499928313,0.785398163397448
13.9708180652115,-5.78349302468902,6.00937806028696,0.785398163397448
14.3492047568899,-5.81489683803933,6.39138418229462,0.785398163397448
14.5225563586885,-5.78035293007271,6.56837499928313,0.785398163397448
14.7569022323079,-5.69353894718518,6.66284886754684,-0.114601836602556
15.4285076262961,-5.36555109608471,6.94622502368305,0.785398163397441
15.4285076262964,-5.36555109608444,6.94622502368348,0.785398163397448
15.5990474148319,-5.19558257757657,7.18758652761204,0.785398163397448
15.72401713604,-4.98977760791194,7.42894803154059,0.785398163397448
15.8005744707412,-4.73452928556177,7.69622502368305,0.785398163397448
15.8225800741261,-4.48559071979324,7.79069889194676,-0.114601836602556
15.814097692649,-3.73822341725183,8.07407504808297,0.785398163397441
15.7427118555253,-3.49872661484023,8.16854891634668,-0.114601836602564
15.691084416027,-3.31974663885675,8.07456896103851,-0.785398163397445
15.691084416027,-3.31974663885661,8.07456896103836,-0.785398163397448
15.6791401685685,-3.25722032266109,8.01090127403709,-0.785398163397448
15.671198338372,-3.19406074225191,7.94723358703581,-0.785398163397448
15.6674343084396,-3.06686706014318,7.81989821303325,-0.785398163397448
15.6711823748108,-3.00799787163192,7.76090127403709,-0.785398163397448
15.8935085683444,-2.29426864751543,7.47747966924595,0.114601836602556
16.044918806167,-1.75773691288623,7.75941953517047,0.785398163397446
16.044918806167,-1.75773691288581,7.7594195351709,0.785398163397448
16.0447396445704,-1.56702414558714,7.95042259617473,0.785398163397448
16.0083581028006,-1.37981363539058,8.14142565717856,0.785398163397448
15.8335494751667,-1.04276077360621,8.52343177918621,0.785398163397448
15.7120392713967,-0.914388931664461,8.70042259617473,0.785398163397448
15.0237448537525,-0.663644265536648,9.45042259617473,0.785398163397448
14.3492102065524,-0.949345337775414,10.2004225961747,0.785398163397448
14.0504056381445,-1.61817859266808,10.9504225961747,0.785398163397448
14.0565119063072,-1.86801327720237,11.0448964644384,-0.114601836602549
14.0594149945312,-2.05426793188504,10.9509165091303,-0.785398163397446
14.0594149945312,-2.05426793188518,10.9509165091301,-0.785398163397448
14.0545505192799,-2.11773872946062,10.8872488221288,-0.785398163397448
14.018390848765,-2.30509934011479,10.734585454587,-0.556194490192853
13.889802948404,-2.66451181142438,10.6024271830184,-0.0977871437836626
13.8216072742401,-2.82783673920304,10.6039208588272,0.114601836602549
13.6620854852355,-3.36201289106121,10.8858607247513,0.785398163396942
13.6620854852354,-3.36201289106163,10.8858607247517,0.785398163397448
13.6593751591952,-3.55270648257039,11.0768637857559,0.785398163397448
13.6662834125807,-3.61599137475397,11.1277515749366,0.556194490192357
13.6865317380085,-3.74169590253397,11.1718043321261,0.0977871437821758
13.6969213654162,-3.79977079919733,11.1713064401898,-0.114601836602557
13.8820985580282,-4.52388352732734,11.454682596326,0.78539816339744
13.8820985580284,-4.52388352732772,11.4546825963265,0.785398163397448
14.0183375125004,-4.7304131339276,11.7027357837105,0.785398163397448
14.201113067862,-4.89717232401965,11.9507889710945,0.785398163397448
14.4246930216989,-5.01603544496432,12.204682596326,0.785398163397448
14.6640164785057,-5.08800029144702,12.2991564645898,-0.114601836602549
15.3976146616653,-5.23105112635506,12.5825326207255,0.785398163396936
15.3976146616657,-5.23105112635505,12.582532620726,0.785398163397448
16.074828138612,-4.95175916514951,13.332532620726,0.785398163397448
16.2424226783,-4.7663765166249,13.4270064889897,-0.114601836602549
16.368562342454,-4.62930715666704,13.3330265336817,-0.785398163396942
16.3685623424541,-4.62930715666694,13.3330265336815,-0.785398163397448
16.4157926082626,-4.58662803699464,13.2693588466801,-0.785398163397448
16.5710217878395,-4.47565316594494,13.116695479138,-0.556194490192349
16.9117448914568,-4.30354872290478,12.9845372075695,-0.0977871437821519
17.0736566539708,-4.232062618187,12.9860308833784,0.114601836602548
17.3043401772612,-4.13595227383239,12.8915721646665,-0.785398163396936
17.3043401772613,-4.13595227383234,12.8915721646663,-0.785398163397448
17.5487092663375,-4.08636492810439,12.6415721646663,-0.785398163397448
17.7977496178875,-4.09877701302578,12.3915721646663,-0.785398163397448
18.4909492228846,-4.37862098619801,12.1081505598752,0.114601836602549
19.0133313267842,-4.57332152525011,12.3900904257997,0.785398163397446
19.013331326785,-4.57332152525025,12.3900904258006,0.785398163397448
19.2034222975522,-4.58871030500098,12.581093486804,0.785398163397448
19.2670265497419,-4.58602690289023,12.6319812759845,0.556194490193373
19.3937995421947,-4.57418497013274,12.6760340331741,0.0977871437852214
19.4524369098625,-4.5676813485859,12.6755361412379,-0.114601836602548
20.1872634361337,-4.43108042622261,12.9589122973732,0.785398163396425
20.1872634361345,-4.43108042622229,12.9589122973741,0.785398163397448
20.7144174865558,-3.92242464863182,13.7089122973741,0.785398163397448
20.7534107439153,-3.19091824481009,14.4589122973741,0.785398163397448
20.2833185582362,-2.62910383602799,15.2089122973741,0.785398163397448
19.5564028616648,-2.53846354129213,15.9589122973741,0.785398163397448
19.3192223633812,-2.61720404764797,16.0533861656378,-0.114601836602549
18.6367823067147,-2.92200792682166,16.3367623217732,0.785398163396441
18.636782306714,-2.92200792682216,16.336762321774,0.785398163397448
18.4453817150069,-3.08269541731658,16.4312361900377,-0.114601836602549
17.9235301719585,-3.61776625629056,16.7146123461731,0.785398163396425
